"id";"uri";"data";"dataHoraRegistro";"idOrgao";"uriOrgao";"siglaOrgao";"idEvento";"uriEvento";"aprovacao";"votosSim";"votosNao";"votosOutros";"descricao";"ultimaAberturaVotacao_dataHoraRegistro";"ultimaAberturaVotacao_descricao";"ultimaApresentacaoProposicao_dataHoraRegistro";"ultimaApresentacaoProposicao_descricao";"ultimaApresentacaoProposicao_idProposicao";"ultimaApresentacaoProposicao_uriProposicao"
"2326539-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2326539-2";"2022-06-14";"2022-06-14T10:21:25";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"65661";"https://dadosabertos.camara.leg.br/api/v2/eventos/65661";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 25/2022, pelo Deputado Subtenente Gonzaga  (PSD/MG), que ""Requer o ADITAMENTO ao Requerimento nº 23/2022 - CSPCCO, que “Requer a realização de audiência pública para debater o PL 2.712 de 2021 que altera a Lei nº 10.826, de 22 de dezembro de 2003 – Estatuto do Desarmamento, para dispor sobre o porte de arma dos empregados das empresas de segurança privada e de transporte de valor”"".";"0";""
"2326874-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2326874-3";"2022-06-14";"2022-06-14T10:21:26";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"65661";"https://dadosabertos.camara.leg.br/api/v2/eventos/65661";"1";"0";"0";"0";"Aprovado, com subscrição dos Deputados Sargento Fahur, Sanderson e Neucimar Fraga, com, inclusão do Presidente da FENAPEF.";"";"";"";"Apresentação do Requerimento n. 26/2022, pelo Deputado Delegado Antônio Furtado  (UNIÃO/RJ), que ""Requer Audiência Pública Para Discutir o Alto Índice de Mortalidade de Policiais no Brasil"".";"0";""
"2326888-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2326888-2";"2022-06-14";"2022-06-14T10:21:26";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"65661";"https://dadosabertos.camara.leg.br/api/v2/eventos/65661";"1";"0";"0";"0";"Aprovado, com subscrição do Deputado Sargento Fahur e Neucimar Fraga.";"";"";"";"Apresentação do Requerimento n. 27/2022, pelas Deputadas Subtenente Gonzaga  (PSD/MG) e Leandre  PSD, que ""Requer a realização de Audiência Pública desta Comissão para debater sobre Segurança Pública e Primeira Infância (análise da implementação da Lei nº 13.257/2016 pelo Sistema de Segurança Pública)"".";"0";""
"2327060-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2327060-2";"2022-06-14";"2022-06-14T10:21:26";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"65661";"https://dadosabertos.camara.leg.br/api/v2/eventos/65661";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do Requerimento n. 28/2022, pela Deputada Policial Katia Sastre  (PL/SP), que ""Requer a inclusão de convidados para a audiência pública que visa debater alterações no Decreto nº 10.030, de 30 de setembro de 2019, no sentido de viabilizar o treinamento de tiro por militares estaduais, com a arma de porte institucional"".";"0";""
"2207066-72";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2207066-72";"2022-06-14";"2022-06-14T10:23:39";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"65661";"https://dadosabertos.camara.leg.br/api/v2/eventos/65661";"1";"0";"0";"0";"Aprovado o Parecer.";"2022-06-14T10:22:50";"Apresentado Requerimento de Retirada de Pauta, de autoria do Deputado Paulo Teixeira.";"2022-06-03T14:20:15";"Parecer do Relator, Dep. Sanderson (PL-RS), pela aprovação deste e do PL 1.845/2020, apensado, na forma do Substitutivo adotado pela CSSF, com subemendas, e pela rejeição das Emendas nºs 1 e 2 da CSPCCO.";"2326019";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2326019"
"2233459-26";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2233459-26";"2022-06-14";"2022-06-14T10:27:30";"536996";"https://dadosabertos.camara.leg.br/api/v2/orgaos/536996";"CCULT";"65684";"https://dadosabertos.camara.leg.br/api/v2/eventos/65684";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-05-30T12:25:59";"Parecer do Relator, Dep. Waldenor Pereira (PT-BA), pela aprovação.";"2325192";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2325192"
"2162898-34";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2162898-34";"2022-06-14";"2022-06-14T10:33:07";"536996";"https://dadosabertos.camara.leg.br/api/v2/orgaos/536996";"CCULT";"65684";"https://dadosabertos.camara.leg.br/api/v2/eventos/65684";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-05-16T14:11:29";"Parecer do Relator, Dep. Waldenor Pereira (PT-BA), pela rejeição e com apresentação de INDICAÇÃO AO EXECUTIVO.";"2323205";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323205"
"2173294-51";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2173294-51";"2022-06-14";"2022-06-14T10:37:22";"536996";"https://dadosabertos.camara.leg.br/api/v2/orgaos/536996";"CCULT";"65684";"https://dadosabertos.camara.leg.br/api/v2/eventos/65684";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-05-27T12:05:11";"Parecer da Relatora, Dep. Maria do Rosário (PT-RS), pela aprovação deste, e da Emenda Adotada pela Comissão de Viação e Transportes.";"2325037";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2325037"
"2322499-6";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2322499-6";"2022-06-14";"2022-06-14T10:41:09";"2018";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2018";"CREDN";"65701";"https://dadosabertos.camara.leg.br/api/v2/eventos/65701";"0";"0";"0";"0";"Rejeitado o Requerimento, com o voto contrário do Deputado Arlindo Chinaglia.";"";"";"";"Apresentação do Requerimento n. 12/2022, pelo Deputado Glauber Braga (PSOL/RJ), que ""Requer a convocação do Excelentíssimo Chefe do Gabinete de Segurança Institucional da Presidência da República, Sr. Augusto Heleno, para prestar esclarecimentos sobre reunião com o diretor da CIA em julho de 2021"".";"0";""
"2318784-22";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2318784-22";"2022-06-14";"2022-06-14T10:41:31";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"65661";"https://dadosabertos.camara.leg.br/api/v2/eventos/65661";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-06-09T08:25:10";"Parecer do Relator, Dep. Junio Amaral (PL-MG), pela aprovação, com emenda.";"2326765";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2326765"
"2322964-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2322964-4";"2022-06-14";"2022-06-14T10:47:28";"2018";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2018";"CREDN";"65701";"https://dadosabertos.camara.leg.br/api/v2/eventos/65701";"0";"0";"0";"0";"Rejeitado o Requerimento, com o voto contrário do Deputado Arlindo Chinaglia.";"";"";"";"Apresentação do Requerimento n. 14/2022, pelos Deputados Paulão (PT/AL) e Alencar Santana PT, que ""Requer a convocação do Senhor Augusto Heleno Ribeiro Pereira, Ministro de Estado Chefe do Gabinete de Segurança Institucional (GSI), a fim de prestar esclarecimentos acerca do sigilo (grau “reservado”) imposto a informações de funcionários lotados no Gabinete Regional da Presidência da República no Rio de Janeiro"".";"0";""
"2185235-33";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2185235-33";"2022-06-14";"2022-06-14T10:55:01";"536996";"https://dadosabertos.camara.leg.br/api/v2/orgaos/536996";"CCULT";"65684";"https://dadosabertos.camara.leg.br/api/v2/eventos/65684";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-05-16T14:05:59";"Parecer do Relator, Dep. Waldenor Pereira (PT-BA), pela aprovação.";"2323203";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323203"
"2325999-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2325999-3";"2022-06-14";"2022-06-14T10:57:01";"2018";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2018";"CREDN";"65701";"https://dadosabertos.camara.leg.br/api/v2/eventos/65701";"0";"0";"0";"0";"Rejeitado o Requerimento, com o voto contrário do Deputado Arlindo Chinaglia.";"";"";"";"Apresentação do Requerimento n. 19/2022, pelo Deputado Leonardo Monteiro (PT-MG), que: ""Requer a realização de Audiência Pública Conjunta, com as Comissões de Cultura, de Direitos Humanos e Minoria e de Legislação Participativa, para tratar sobre os conflitos Israel e Palestina e a NAKBA, palavra árabe que significa 'tragédia' que se abateu sobre o povo palestino com a criação do estado de Israel
"".";"0";""
"2264575-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264575-40";"2022-06-14";"2022-06-14T11:04:05";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"65691";"https://dadosabertos.camara.leg.br/api/v2/eventos/65691";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-05-23T11:39:16";"Parecer do Relator, Dep. Luiz Lima (PL-RJ), pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária.";"2324229";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2324229"
"2198855-53";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2198855-53";"2022-06-14";"2022-06-14T11:04:05";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"65691";"https://dadosabertos.camara.leg.br/api/v2/eventos/65691";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-06-01T11:01:33";"Parecer do Relator, Dep. Luiz Lima (PL-RJ), pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária do Projeto de Lei nº 2.434/2019, do PL nº 11.043/2018, apensado, e do Substitutivo adotado pela Comissão de Seguridade Social e Família.";"2325533";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2325533"
"2206951-50";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2206951-50";"2022-06-14";"2022-06-14T11:04:05";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"65691";"https://dadosabertos.camara.leg.br/api/v2/eventos/65691";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-06-01T14:30:38";"Parecer do Relator, Dep. Felipe Rigoni (UNIÃO-ES), pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária.";"2325584";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2325584"
"2262834-45";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2262834-45";"2022-06-14";"2022-06-14T11:04:05";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"65691";"https://dadosabertos.camara.leg.br/api/v2/eventos/65691";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-05-30T11:50:45";"Parecer do Relator, Dep. Luiz Lima (PL-RJ), pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária  do Projeto de Lei nº 4.556/2020, e do PL nº 2.176/2021, apensado.";"2325178";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2325178"
"2266498-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2266498-24";"2022-06-14";"2022-06-14T11:04:12";"536996";"https://dadosabertos.camara.leg.br/api/v2/orgaos/536996";"CCULT";"65684";"https://dadosabertos.camara.leg.br/api/v2/eventos/65684";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-05-30T12:24:17";"Parecer do Relator, Dep. Waldenor Pereira (PT-BA), pela aprovação.";"2325189";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2325189"
"2263457-25";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2263457-25";"2022-06-14";"2022-06-14T11:04:50";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"65691";"https://dadosabertos.camara.leg.br/api/v2/eventos/65691";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-06-09T10:40:50";"Parecer do Relator, Dep. Eli Corrêa Filho (UNIÃO-SP), pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária; e, no mérito, pela rejeição.";"2326800";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2326800"
"1526898-85";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1526898-85";"2022-06-14";"2022-06-14T11:06:26";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"65691";"https://dadosabertos.camara.leg.br/api/v2/eventos/65691";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2021-11-19T09:48:42";"Parecer do Relator, Dep. Felipe Rigoni (PSB-ES), pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária do Projeto de Lei nº 2.084/2015, e das Emendas Adotadas pela Comissão de Esporte; e, no mérito, pela aprovação do PL nº 2.084/2015, e das Emendas Adotadas pela CESPO.";"2307882";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2307882"
"2264251-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2264251-40";"2022-06-14";"2022-06-14T11:06:34";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"65691";"https://dadosabertos.camara.leg.br/api/v2/eventos/65691";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-05-12T10:12:36";"Parecer do Relator, Dep. Merlong Solano (PT-PI), pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária do Projeto de Lei nº 4.881/2020 e do Substitutivo adotado pela Comissão de Cultura; e, no mérito, pela aprovação do PL nº 4.881/2020 e do Substitutivo adotado pela CCULT.";"2322822";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322822"
"2309768-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2309768-24";"2022-06-14";"2022-06-14T11:06:41";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"65661";"https://dadosabertos.camara.leg.br/api/v2/eventos/65661";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-06-02T14:10:30";"Parecer do Relator, Dep. Sanderson (PL-RS), pela aprovação, com substitutivo.";"2325924";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2325924"
"2215047-29";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2215047-29";"2022-06-14";"2022-06-14T11:08:35";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"65691";"https://dadosabertos.camara.leg.br/api/v2/eventos/65691";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-05-16T12:27:53";"Parecer do Relator, Dep. Paulo Ganime (NOVO-RJ), pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária; e, no mérito, pela aprovação, com substitutivo.";"2323175";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323175"
"2281218-26";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2281218-26";"2022-06-14";"2022-06-14T11:08:35";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"65691";"https://dadosabertos.camara.leg.br/api/v2/eventos/65691";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-05-03T12:29:14";"Parecer do Relator, Dep. Eduardo Cury (PSDB-SP), pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária; e, no mérito, pela aprovação, com substitutivo.";"2321177";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321177"
"2300195-30";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2300195-30";"2022-06-14";"2022-06-14T11:10:14";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"65691";"https://dadosabertos.camara.leg.br/api/v2/eventos/65691";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-06-08T18:40:27";"Parecer do Relator, Dep. Eduardo Cury (PSDB-SP), pela adequação financeira e orçamentária.";"2326675";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2326675"
"2199358-32";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2199358-32";"2022-06-14";"2022-06-14T11:11:31";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"65691";"https://dadosabertos.camara.leg.br/api/v2/eventos/65691";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2021-11-10T16:10:24";"Parecer do Relator, Dep. Júlio Cesar (PSD-PI), pela compatibilidade e adequação financeira e orçamentária; e, no mérito, pela aprovação, com substitutivo.";"2306705";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2306705"
"2229100-75";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2229100-75";"2022-06-14";"2022-06-14T11:11:31";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"65691";"https://dadosabertos.camara.leg.br/api/v2/eventos/65691";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-06-13T10:28:41";"Parecer do Relator, Dep. Evair Vieira de Melo (PP-ES), pela adequação financeira e orçamentária do Projeto de Lei nº 5.925/2019, dos PLs nºs 1.769/2020, 1.858/2020, 2.789/2020, apensados, e do Substitutivo adotado pela Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural, com subemenda; e, no mérito, pela aprovação do PL nº 5.925/2019, dos PLs nºs 1.769/2020, 1.858/2020, 2.789/2020, apensados, e do Substitutivo adotado pela CAPADR, com subemenda.";"2327180";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2327180"
"2182688-30";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2182688-30";"2022-06-14";"2022-06-14T11:12:55";"536996";"https://dadosabertos.camara.leg.br/api/v2/orgaos/536996";"CCULT";"65684";"https://dadosabertos.camara.leg.br/api/v2/eventos/65684";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-05-25T19:11:35";"Parecer do Relator, Dep. Chico D'Angelo (PDT-RJ), pela aprovação.";"2324829";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2324829"
"2327071-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2327071-3";"2022-06-14";"2022-06-14T11:16:36";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"65691";"https://dadosabertos.camara.leg.br/api/v2/eventos/65691";"1";"0";"0";"0";"Aprovado";"";"";"";"Apresentação do Requerimento n. 23/2022, pelo Deputado Alexis Fonteyne  (NOVO/SP), que ""Requerimento de inclusão de participante em audiência pública no âmbito da Comissão de Finanças e Tributação, para debater o PLP 17/2022, que institui o Código de defesa do pagador de impostos"".";"0";""
"2296568-22";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2296568-22";"2022-06-14";"2022-06-14T11:17:41";"536996";"https://dadosabertos.camara.leg.br/api/v2/orgaos/536996";"CCULT";"65684";"https://dadosabertos.camara.leg.br/api/v2/eventos/65684";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-05-30T12:29:05";"Parecer do Relator, Dep. Chico D'Angelo (PDT-RJ), pela aprovação.";"2325194";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2325194"
"2173398-48";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2173398-48";"2022-06-14";"2022-06-14T11:19:43";"536996";"https://dadosabertos.camara.leg.br/api/v2/orgaos/536996";"CCULT";"65684";"https://dadosabertos.camara.leg.br/api/v2/eventos/65684";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-05-25T08:37:33";"Parecer da Relatora, Dep. Maria do Rosário (PT-RS), pela aprovação.";"2324603";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2324603"
"2267671-38";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2267671-38";"2022-06-14";"2022-06-14T11:21:09";"536996";"https://dadosabertos.camara.leg.br/api/v2/orgaos/536996";"CCULT";"65684";"https://dadosabertos.camara.leg.br/api/v2/eventos/65684";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-05-27T12:02:07";"Parecer da Relatora, Dep. Maria do Rosário (PT-RS), pela aprovação.";"2325039";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2325039"
"2226274-25";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2226274-25";"2022-06-14";"2022-06-14T11:21:55";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"65661";"https://dadosabertos.camara.leg.br/api/v2/eventos/65661";"1";"0";"0";"0";"Aprovado o Parecer com Complementação de Voto.";"";"";"2022-06-09T16:58:54";"Parecer do Relator, Dep. Daniel Silveira (PTB-RJ), pela aprovação.";"2326952";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2326952"
"2292119-31";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2292119-31";"2022-06-14";"2022-06-14T11:26:38";"5503";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5503";"CSPCCO";"65661";"https://dadosabertos.camara.leg.br/api/v2/eventos/65661";"1";"0";"0";"0";"Aprovado o Parecer com Complementação de Voto.";"";"";"2022-05-18T16:30:50";"Parecer do Relator, Dep. Neucimar Fraga (PP-ES), pela aprovação.";"2323802";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2323802"
"2082504-61";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2082504-61";"2022-06-14";"2022-06-14T12:27:09";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"65691";"https://dadosabertos.camara.leg.br/api/v2/eventos/65691";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-05-03T12:46:19";"Parecer do Relator, Dep. Luis Miranda (REPUBLIC-DF), pela compatibilidade e adequação financeira e orçamentária.";"2321214";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2321214"
"949218-50";"https://dadosabertos.camara.leg.br/api/v2/votacoes/949218-50";"2022-06-14";"2022-06-14T12:45:27";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"65691";"https://dadosabertos.camara.leg.br/api/v2/eventos/65691";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-06-08T16:49:28";"Parecer do Relator, Dep. Paulo Ganime (NOVO-RJ), pela incompatibilidade e inadequação financeira e orçamentária.";"2326639";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2326639"
"560047-87";"https://dadosabertos.camara.leg.br/api/v2/votacoes/560047-87";"2022-06-14";"2022-06-14T12:47:47";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"65691";"https://dadosabertos.camara.leg.br/api/v2/eventos/65691";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-06-01T09:11:14";"Parecer do Relator, Dep. Alexis Fonteyne (NOVO-SP), pela incompatibilidade e inadequação financeira e orçamentária do Projeto de Lei nº 4.731/2012, dos PLs nºs 6.464/2013, 6.924/2013, 4.628/2016 e 1.188/2019, apensados; da Emenda 1/2013 apresentada na Comissão de Educação, da Emenda 1/2018 apresentada na CE, e da Emenda 1/2022 apresentada na Comissão de Finanças e Tributação.";"2325505";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2325505"
"2267073-42";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2267073-42";"2022-06-14";"2022-06-14T12:53:41";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"65691";"https://dadosabertos.camara.leg.br/api/v2/eventos/65691";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-05-31T11:56:04";"Parecer do Relator, Dep. Sanderson (PL-RS), pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária do Projeto de Lei nº 5.518/2020 e do Substitutivo adotado pela Comissão de Meio Ambiente e Desenvolvimento Sustentável; e, no mérito, pela aprovação do PL nº 5.518/2020 e do Substitutivo da CMADS, com Substitutivo.";"2325332";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2325332"
"2295251-34";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2295251-34";"2022-06-14";"2022-06-14T13:01:08";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"65691";"https://dadosabertos.camara.leg.br/api/v2/eventos/65691";"1";"0";"0";"0";"Aprovado o Parecer. Contra o voto do Dep. Sanderson.";"";"";"2022-05-05T17:46:47";"Parecer do Relator, Dep. Marco Bertaiolli (PSD-SP), pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária Projeto de Lei Complementar nº 108/2021, dos  PLPs nºs 502/2018, 144/2019, 234/2019, 23/2020, 32/2020, 210/2021, 225/2020,  28/2021, 41/2021, 42/2021, 204/2021, 327/2016, 128/2021, apensados, e da Emenda Adotada pela Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços ao PLP nº 327/2016; e, no mérito, pela aprovação do PLP nº 108/2021,  dos PLPs nºs 502/2018, 144/2019, 234/2019, 23/2020, 32/2020, 210/2021, 225/2020, 28/2021, 41/2021, 42/2021,  204/2021, 327/2016, 128/2021, e da Emenda Adotada pela CDEICS ao PLP nº 327/2016, com substitutivo.";"2322064";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2322064"
"2314510-26";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2314510-26";"2022-06-14";"2022-06-14T13:03:41";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"65691";"https://dadosabertos.camara.leg.br/api/v2/eventos/65691";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2022-06-08T19:25:54";"Parecer do Relator, Dep. Eduardo Cury (PSDB-SP), pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária do Projeto de Lei nº 249/2022; e, no mérito, pela aprovação do PL nº 249/2022, com emendas.";"2326702";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2326702"
"2259765-48";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2259765-48";"2022-06-14";"2022-06-14T15:16:22";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"65691";"https://dadosabertos.camara.leg.br/api/v2/eventos/65691";"1";"0";"0";"0";"Aprovado o Parecer, contra o voto do Dep. Sanderson";"";"";"2021-12-16T11:31:55";"Parecer do Relator, Dep. Luis Miranda (DEM-DF), pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária.";"2312899";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2312899"
"2326949-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2326949-2";"2022-06-14";"2022-06-14T15:28:13";"2010";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2010";"CFT";"65691";"https://dadosabertos.camara.leg.br/api/v2/eventos/65691";"1";"0";"0";"0";"Aprovado com alterações. Inclusão da CONSEFAZ";"";"";"";"Apresentação do Requerimento n. 22/2022, pelo Deputado Júlio Cesar  (PSD/PI), que ""Requer que sejam incluídas categorias representativas de auditores fiscais municipais na discussão do Projeto de Lei Complementar nº 17, de 2022"".";"0";""
